name,date,location
A/HoaBinh/HB409/2007|CY104366|10/25/2007|Viet_Nam||H3N2/4-1412,2007.81587953,Viet_Nam
A/Colorado/09/2012|KC892466|02/05/2012|USA|11_12|H3N2/1-1409,2012.09856263,USA
A/Singapore/GP4278/2010|CY100110|10/12/2010|Singapore||H3N2/20-1428,2010.78028747,Singapore
A/Texas/67/2007|EU516179|11/05/2007|USA|07_08|H3N2/1-1409,2007.84599589,USA
A/Canterbury/405/2003|CY007053|07/05/2003|New_Zealand||H3N2/8-1416,2003.50924025,New_Zealand
A/New_York/UR06_0510/2007|CY025845|03/05/2007|USA|06_07|H3N2/5-1413,2007.17522245,USA
A/Hong_Kong/CUHK51424/2001|EU857312|12/26/2001|Hong_Kong||H3N2/1-1409,2001.98562628,Hong_Kong
A/Illinois/UR06_0036/2007|CY026021|01/15/2007|USA|06_07|H3N2/5-1413,2007.04106776,USA
A/Queensland/28/2002|CY017919|08/12/2002|Australia||H3N2/5-1413,2002.61327858,Australia
A/Singapore/TT869/2011|CY124500|12/28/2011|Singapore||H3N2/20-1428,2011.99110198,Singapore
A/Singapore/H2010.797/2010|KF014505|10/18/2010|Singapore||H3N2/20-1428,2010.79671458,Singapore
A/Guangdong/09/2005|EU620772|2005|China||H3N2/1-1409,2005.00273785,China
A/Colorado/06/2009|GQ385813|01/21/2009|USA|08_09|H3N2/1-1409,2009.05749487,USA
A/Texas/UR06_0356/2007|CY026557|02/20/2007|USA|06_07|H3N2/1-1409,2007.13963039,USA
A/Auckland/615/2002|CY023076|03/04/2002|New_Zealand||H3N2/5-1413,2002.1724846,New_Zealand
A/Ontario/C582096/2010|JQ658940|10/02/2010|Canada|10_11|H3N2/1-1409,2010.75290897,Canada
A/Wisconsin/27/2007|EU199434|03/26/2007|USA|06_07|H3N2/1-1409,2007.23271732,USA
A/New_York/50/2003|CY000091|12/08/2003|USA|03_04|H3N2/18-1426,2003.93634497,USA
A/Madrid/G130/1993|CY112575|1993|Spain||H3N2/4-1412,1993.00273785,Spain
A/Peru/PER195/2010|CY161826|09/10/2010|Peru||H3N2/8-1416,2010.69267625,Peru
A/Managua/5898.02/2010|CY088965|06/06/2010|Nicaragua||H3N2/4-1412,2010.42984257,Nicaragua
A/Hawaii/15/2011|KC892765|11/05/2011|USA|11_12|H3N2/1-1409,2011.84599589,USA
A/Colorado/05/2008|FJ686920|2008|USA||H3N2/1-1409,2008.00273785,USA
A/New_York/46/2003|CY000787|12/09/2003|USA|03_04|H3N2/18-1426,2003.93908282,USA
A/Thailand/CU_B4/2009|GQ902795|06/13/2009|Thailand||H3N2/1-1409,2009.44900753,Thailand
A/Singapore/C2011.301/2011|KF014473|04/20/2011|Singapore||H3N2/20-1428,2011.30116359,Singapore
A/New_York/565/1996|CY009478|12/02/1996|USA|96_97|H3N2/8-1416,1996.92265572,USA
A/Kentucky/UR07_0148/2008|CY038857|03/10/2008|USA|07_08|H3N2/1-1409,2008.19164956,USA
A/Hong_Kong/CUHK31987/2011|KC342647|11/30/2011|China||H3N2/1-1409,2011.91444216,China
A/Peru/PER374/2011|CY163194|01/13/2011|Peru||H3N2/8-1416,2011.03559206,Peru
A/New_York/485/2003|CY003682|01/20/2003|USA|02_03|H3N2/8-1416,2003.05475702,USA
A/Utah/17/2012|KC893035|06/01/2012|USA||H3N2/1-1409,2012.41889117,USA
A/England/602/2003|CY088467|12/14/2003|United_Kingdom|03_04|H3N2/1-1409,2003.95277207,United_Kingdom
A/Western_Australia/40/2003|CY015798|09/17/2003|Australia||H3N2/5-1413,2003.7118412,Australia
A/Canterbury/423/2003|CY007133|07/14/2003|New_Zealand||H3N2/8-1416,2003.5338809,New_Zealand
A/Washington/54/2009|KC535338|05/03/2009|USA|08_09|H3N2/1-1409,2009.33675565,USA
A/Nanjing/1/2009|GU907119|04/10/2009|China||H3N2/20-1428,2009.27378508,China
A/Denmark/88/2003|EU103970|2003|Denmark||H3N2/1-1409,2003.00273785,Denmark
A/Hong_Kong/H090_770_V10/2009|CY115826|08/03/2009|Hong_Kong||H3N2/8-1416,2009.58863792,Hong_Kong
A/Malaysia/1912341/2007|CY118117|12/18/2007|Malaysia||H3N2/4-1412,2007.96372348,Malaysia
A/New_York/600/1996|CY010070|12/23/1996|USA|96_97|H3N2/8-1416,1996.98015058,USA
A/New_York/183/1999|CY001359|12/01/1999|USA|99_00|H3N2/1-1409,1999.91718001,USA
A/California/VRDL330/2009_H1N1_|CY070921|05/09/2009|USA|08_09|H3N2/4-1412,2009.35318275,USA
A/Peru/PER210/2010|CY161946|09/13/2010|Peru||H3N2/8-1416,2010.7008898,Peru
A/New_York/690/1995|CY012922|01/18/1995|USA|94_95|H3N2/8-1416,1995.04928131,USA
A/New_York/347/1999|CY002298|01/19/1999|USA|98_99|H3N2/17-1425,1999.05201916,USA
A/Niigata/1149/2010|HQ703366|08/03/2010|Japan||H3N2/1-1409,2010.58863792,Japan
A/California/VRDL343/2009|CY067995|05/11/2009|USA||H3N2/4-1412,2009.35865845,USA
A/Peru/PER140/2010|CY161386|11/13/2010|Peru||H3N2/8-1416,2010.8678987,Peru
A/Peru/PER206/2011|CY161914|09/07/2011|Peru||H3N2/8-1416,2011.6844627,Peru
A/Maine/08/2012|KF790288|10/28/2012|USA|12_13|H3N2/1-1409,2012.82683094,USA
A/Hong_Kong/CUHK50200/2002|EU857300|10/01/2002|Hong_Kong||H3N2/1-1409,2002.75017112,Hong_Kong
A/Idaho/11/2012|KC892653|04/11/2012|USA|11_12|H3N2/1-1409,2012.27926078,USA
A/Guam/WRAIR1670P/2009|CY093369|02/01/2009|Guam||H3N2/4-1412,2009.08761123,Guam
A/Malaysia/32133/2005|CY118852|08/08/2005|Malaysia||H3N2/4-1412,2005.60232717,Malaysia
A/Canterbury/61/2000|CY009166|09/06/2000|New_Zealand||H3N2/8-1416,2000.6844627,New_Zealand
A/New_York/532/1998|CY006557|01/18/1998|USA|97_98|H3N2/8-1416,1998.04928131,USA
A/New_York/95/2002|CY000219|02/26/2002|USA|01_02|H3N2/18-1426,2002.15605749,USA
A/Australia/18/2009|CY066513|07/21/2009|Australia||H3N2/1-1409,2009.55304586,Australia
A/New_York/624/1996|CY011434|02/16/1996|USA|95_96|H3N2/1-1409,1996.12867899,USA
A/TayNguyen/TN360/2005|CY104238|08/11/2005|Viet_Nam||H3N2/4-1412,2005.61054073,Viet_Nam
A/Colorado/01/2009|GQ385863|01/01/2009|USA|08_09|H3N2/1-1409,2009.00273785,USA
A/Qatar/AF02/2008|CY037305|01/29/2008|Qatar||H3N2/1-1409,2008.07939767,Qatar
A/Texas/JMM_58/2012|CY135150|12/07/2012|USA|12_13|H3N2/1-1409,2012.93634497,USA
A/Canterbury/64/2002|CY008318|07/02/2002|New_Zealand||H3N2/1-1409,2002.50102669,New_Zealand
A/New_York/55/2004|CY121127|2004|USA||H3N2/8-1416,2004.00273785,USA
A/Missouri/05/2011|KC883146|03/02/2011|USA|10_11|H3N2/1-1409,2011.1670089,USA
A/Canterbury/81/2000|CY008790|09/21/2000|New_Zealand||H3N2/8-1416,2000.72553046,New_Zealand
A/New_South_Wales/22/1999|CY016653|1999|Australia||H3N2/5-1413,1999.00273785,Australia
A/West_Virginia/10/2013|KF789967|07/19/2013|USA||H3N2/1-1409,2013.54757016,USA
A/Malaysia/25849/2003|CY118668|09/22/2003|Malaysia||H3N2/5-1413,2003.72553046,Malaysia
A/New_York/338/1999|CY001930|02/08/1999|USA|98_99|H3N2/17-1425,1999.10677618,USA
A/Boston/DOA2_123/2012|CY148502|12/26/2012|USA|12_13|H3N2/1-1409,2012.98836413,USA
A/New_York/101/2002|CY001106|02/04/2002|USA|01_02|H3N2/18-1426,2002.09582478,USA
A/Peru/PER399/2012|CY163394|04/03/2012|Peru||H3N2/8-1416,2012.25735797,Peru
A/Australia/NHRC0006/2003|CY091287|07/07/2003|Australia||H3N2/4-1412,2003.51471595,Australia
A/Singapore/C2010.304V/2010|JX437743|04/21/2010|Singapore||H3N2/20-1428,2010.30390144,Singapore
A/Hanoi/BM766/2003|CY105208|06/16/2003|Viet_Nam||H3N2/4-1412,2003.45722108,Viet_Nam
A/Hong_Kong/CUHK22567/2004|EU857210|03/04/2004|Hong_Kong||H3N2/1-1409,2004.17522245,Hong_Kong
A/Denmark/110/2004|EU103891|2004|Denmark||H3N2/1-1409,2004.00273785,Denmark
A/Texas/JMM_43/2012|CY135038|12/02/2012|USA|12_13|H3N2/8-1416,2012.92265572,USA
A/Singapore/TT215/2011|CY124394|06/07/2011|Singapore||H3N2/20-1428,2011.43258042,Singapore
A/Florida/46/2012|KF789584|11/23/2012|USA|12_13|H3N2/1-1409,2012.89801506,USA
A/Boston/DOA2_134/2012|CY148590|12/20/2012|USA|12_13|H3N2/1-1409,2012.97193703,USA
A/Denmark/05/2004|EU103886|2004|Denmark||H3N2/1-1409,2004.00273785,Denmark
A/Canterbury/10/2001|CY009398|06/07/2001|New_Zealand||H3N2/8-1416,2001.43258042,New_Zealand
A/Denmark/112/2004|EU103868|2004|Denmark||H3N2/1-1409,2004.00273785,Denmark
A/Mexico/InDRE756/2003|CY100612|02/04/2003|Mexico||H3N2/20-1428,2003.09582478,Mexico
A/Hong_Kong/H090_720_V3|JN256763|07/24/2009|Hong_Kong||H3N2/1-1409,2009.56125941,Hong_Kong
A/New_York/536/1998|CY009990|02/03/1998|USA|97_98|H3N2/8-1416,1998.09308693,USA
A/Minnesota/17/2007|EU199426|03/17/2007|USA|06_07|H3N2/1-1409,2007.20807666,USA
A/New_York/928/2006|CY019327|02/28/2006|USA|05_06|H3N2/2-1410,2006.1615332,USA
A/New_York/156/2000|CY001399|01/05/2000|USA|99_00|H3N2/20-1428,2000.01368925,USA
A/Singapore/NHRC0008/2003|CY091255|10/08/2003|Singapore||H3N2/4-1412,2003.76933607,Singapore
A/Boston/10/2008|CY044478|03/03/2008|USA|07_08|H3N2/1-1409,2008.1724846,USA
A/Managua/3243.01/2007|CY038545|06/24/2007|Nicaragua||H3N2/1-1409,2007.47912389,Nicaragua
A/Kentucky/UR07_0164/2008|CY037649|03/20/2008|USA|07_08|H3N2/1-1409,2008.21902806,USA
A/England/72|CY009358|1972|United_Kingdom||H3N2/12-1420,1972.00273785,United_Kingdom
A/Hong_Kong/CUHK74457/2003|EU857368|11/14/2003|Hong_Kong||H3N2/1-1409,2003.87063655,Hong_Kong
A/Texas/07/2010|KC882757|10/14/2010|USA|10_11|H3N2/1-1409,2010.78576318,USA
A/Malaysia/12726/1997|CY118532|06/02/1997|Malaysia||H3N2/4-1412,1997.41889117,Malaysia
A/TayNguyen/TN388/2005|CY105424|09/26/2005|Viet_Nam||H3N2/4-1412,2005.73648186,Viet_Nam
A/Maryland/07/2010|KC882543|11/16/2010|USA|10_11|H3N2/1-1409,2010.87611225,USA
A/Florida/21/2013|KF789971|07/08/2013|USA||H3N2/1-1409,2013.5174538,USA
A/Malaysia/29350/2004|CY118788|08/04/2004|Malaysia||H3N2/4-1412,2004.59411362,Malaysia
A/California/NHRC0009/2005|CY091551|02/07/2005|USA||H3N2/4-1412,2005.10403833,USA
A/Memphis/1/71|CY002498|1971|USA||H3N2/18-1426,1971.00273785,USA
A/Queensland/23/2002|CY017541|08/13/2002|Australia||H3N2/5-1413,2002.61601643,Australia
A/New_York/639/1995|CY012218|12/18/1995|USA|95_96|H3N2/1-1409,1995.96372348,USA
A/TayNguyen/TN85/2003|CY104118|2003|Viet_Nam||H3N2/4-1412,2003.00273785,Viet_Nam
A/California/24/2012|KC892851|03/21/2012|USA|11_12|H3N2/1-1409,2012.22176591,USA
A/Florida/27/2010|KC882691|10/30/2010|USA|10_11|H3N2/1-1409,2010.82956879,USA
A/New_Jersey/NHRC0001/2005|CY092219|02/10/2005|USA|04_05|H3N2/4-1412,2005.11225188,USA
A/New_York/742/1994|CY013345|01/10/1994|USA|93_94|H3N2/8-1416,1994.02737851,USA
A/Ontario/U10611/2010|JQ658928|08/09/2010|Canada||H3N2/1-1409,2010.60506502,Canada
A/Massachusetts/11/2011|KC892501|11/23/2011|USA|11_12|H3N2/1-1409,2011.89527721,USA
A/Wisconsin/67/2005|EF541463|08/21/2005|USA||H3N2/1-1409,2005.63791923,USA
A/HaNoi/BT251/2007|CY105504|07/26/2007|Viet_Nam||H3N2/5-1413,2007.56673511,Viet_Nam
A/Tehran/895/2012|KC865630|01/17/2012|Iran||H3N2/20-1428,2012.04654346,Iran
A/Australia/NHRC0009/2003|CY091271|07/09/2003|Australia||H3N2/4-1412,2003.52019165,Australia
A/Peru/PER335/2010|CY162906|11/11/2010|Peru||H3N2/8-1416,2010.862423,Peru
A/Peru/PER177/2010|CY161682|12/03/2010|Peru||H3N2/8-1416,2010.92265572,Peru
A/Hong_Kong/CUHK21932/2001|EU857199|04/27/2001|Hong_Kong||H3N2/1-1409,2001.32032854,Hong_Kong
A/Maryland/33/2012|KF790511|11/11/2012|USA|12_13|H3N2/1-1409,2012.86516085,USA
A/New_York/187/2000|CY001367|01/27/2000|USA|99_00|H3N2/18-1426,2000.07392197,USA
A/Hong_Kong/1_8/1968|CY033998|1968|Hong_Kong||H3N2/1-1409,1968.00273785,Hong_Kong
A/Florida/11/2010|KC535303|07/28/2010|USA||H3N2/1-1409,2010.57221081,USA
A/Canterbury/56/2002|CY007733|06/25/2002|New_Zealand||H3N2/8-1416,2002.48186174,New_Zealand
A/Peru/PER215/2010|CY161986|12/20/2010|Peru||H3N2/8-1416,2010.96919918,Peru
A/Oregon/05/2012|KC892928|03/29/2012|USA|11_12|H3N2/1-1409,2012.24366872,USA
A/New_York/182/2000|CY001279|02/18/2000|USA|99_00|H3N2/1-1409,2000.13415469,USA
A/Georgia/16/2012|KF789924|09/02/2012|USA||H3N2/1-1409,2012.67351129,USA
A/Canterbury/411/2003|CY007085|07/15/2003|New_Zealand||H3N2/8-1416,2003.53661875,New_Zealand
A/Tennessee/18/2012|KF789720|12/07/2012|USA|12_13|H3N2/1-1409,2012.93634497,USA
A/New_York/460/1999|CY006901|01/25/1999|USA|98_99|H3N2/20-1428,1999.06844627,USA
A/New_York/290/1999|CY001794|02/17/1999|USA|98_99|H3N2/17-1425,1999.13141684,USA
A/Boston/DOA2_121/2012|CY148486|12/24/2012|USA|12_13|H3N2/1-1409,2012.98288843,USA
A/California/VRDL304/2009|CY067231|05/07/2009|USA|08_09|H3N2/5-1413,2009.34770705,USA
A/Thailand/CU379/2008|FJ912994|2008|Thailand||H3N2/2-1410,2008.00273785,Thailand
A/Hong_Kong/CUHK6898/2005|EU857360|02/12/2005|Hong_Kong||H3N2/1-1409,2005.11772758,Hong_Kong
A/Canterbury/313/2004|CY007573|10/12/2004|New_Zealand||H3N2/8-1416,2004.78302533,New_Zealand
A/Peru/PER327/2010|CY162842|09/23/2010|Peru||H3N2/8-1416,2010.72826831,Peru
A/Pennsylvania/13/2008|GQ369891|12/11/2008|USA|08_09|H3N2/1-1409,2008.94729637,USA
A/Hong_Kong/CUHK10554/1998|EU857105|01/13/1998|Hong_Kong||H3N2/1-1409,1998.03559206,Hong_Kong
A/Hong_Kong/CUHK41114/1997|EU857282|12/23/1997|Hong_Kong||H3N2/1-1409,1997.97741273,Hong_Kong
A/Hong_Kong/CUHK6210/2002|EU857346|02/03/2002|Hong_Kong||H3N2/1-1409,2002.09308693,Hong_Kong
A/California/17/2010|KC883268|08/30/2010|USA||H3N2/1-1409,2010.66255989,USA
A/Managua/2912.04/2010|CY074741|06/13/2010|Nicaragua||H3N2/4-1412,2010.44900753,Nicaragua
A/Houston/56941/1992|CY113711|04/03/1992|USA|91_92|H3N2/4-1412,1992.25735797,USA
A/New_York/248/1999|CY001690|02/02/1999|USA|98_99|H3N2/17-1425,1999.09034908,USA
A/Canterbury/308/2004|CY008230|10/06/2004|New_Zealand||H3N2/8-1416,2004.76659822,New_Zealand
A/Michigan/04/2012|KC893029|03/05/2012|USA|11_12|H3N2/1-1409,2012.1779603,USA
A/Malaysia/12132/1997|CY118516|03/18/1997|Malaysia||H3N2/4-1412,1997.21081451,Malaysia
A/Beijing/1/68|CY008158|1968|China||H3N2/20-1428,1968.00273785,China
A/Canterbury/418/2003|CY007117|07/15/2003|New_Zealand||H3N2/8-1416,2003.53661875,New_Zealand
A/West_Virginia/05/2013|KF790481|07/19/2013|USA||H3N2/1-1409,2013.54757016,USA
A/Hong_Kong/CUHK35013/2004|EU857274|06/01/2004|Hong_Kong||H3N2/1-1409,2004.41889117,Hong_Kong
A/Idaho/01/2010|KC882580|11/23/2010|USA|10_11|H3N2/1-1409,2010.89527721,USA
A/Canterbury/89/2000|CY008822|10/03/2000|New_Zealand||H3N2/8-1416,2000.75838467,New_Zealand
A/Peru/PER008/2010|CY160346|10/22/2010|Peru||H3N2/8-1416,2010.80766598,Peru
A/New_York/262/1999|CY001602|01/25/1999|USA|98_99|H3N2/18-1426,1999.06844627,USA
A/Boston/DOA2_173/2013|CY148862|01/06/2013|USA|12_13|H3N2/1-1409,2013.0164271,USA
A/Netherlands/209/1980|CY113271|12/01/1980|Netherlands|80_81|H3N2/4-1412,1980.91991786,Netherlands
A/New_York/415/2002|CY003186|02/22/2002|USA|01_02|H3N2/18-1426,2002.14510609,USA
A/Albany/17/1968|CY021111|1968|USA||H3N2/5-1413,1968.00273785,USA
A/New_York/17/2003|CY001055|11/16/2003|USA|03_04|H3N2/18-1426,2003.87611225,USA
A/Singapore/GP1231/2011|CY124192|07/12/2011|Singapore||H3N2/18-1426,2011.5284052,Singapore
A/Denmark/13/2004|EU103926|2004|Denmark||H3N2/1-1409,2004.00273785,Denmark
A/Hong_Kong/1/1989|CY112430|1989|Hong_Kong||H3N2/4-1412,1989.00273785,Hong_Kong
A/Fujian/411/2002|CY112935|2002|China||H3N2/5-1413,2002.00273785,China
A/Waikato/1/2003|CY011714|05/20/2003|New_Zealand||H3N2/8-1416,2003.38329911,New_Zealand
A/Singapore/TT713/2011|CY124470|10/28/2011|Singapore||H3N2/20-1428,2011.82409309,Singapore
A/Managua/5099.03/2010|CY088877|05/28/2010|Nicaragua||H3N2/4-1412,2010.40520192,Nicaragua
A/Singapore/C2010.682V/2010|JX437746|09/06/2010|Singapore||H3N2/20-1428,2010.68172485,Singapore
A/Virginia/02/2009|GQ385903|01/05/2009|USA|08_09|H3N2/1-1409,2009.01368925,USA
A/Western_Australia/70/2005|CY016014|07/11/2005|Australia||H3N2/5-1413,2005.52566735,Australia
A/Queensland/11/2001|CY017485|08/11/2001|Australia||H3N2/5-1413,2001.61054073,Australia
A/Ontario/C526567/2010|JQ658931|09/15/2010|Canada||H3N2/1-1409,2010.7063655,Canada
A/England/518/2003|CY088208|11/05/2003|United_Kingdom|03_04|H3N2/1-1409,2003.84599589,United_Kingdom
A/Louisiana/02/2012|KC892904|03/22/2012|USA|11_12|H3N2/1-1409,2012.22450376,USA
A/Kentucky/02/2012|KC892340|02/03/2012|USA|11_12|H3N2/1-1409,2012.09308693,USA
A/Singapore/KK535/2011|CY124368|12/05/2011|Singapore||H3N2/20-1428,2011.92813142,Singapore
A/Boston/DOA2_215/2013|CY149110|01/15/2013|USA|12_13|H3N2/1-1409,2013.04106776,USA
A/Boston/DOA2_203/2012|CY149054|12/29/2012|USA|12_13|H3N2/1-1409,2012.99657769,USA
A/New_Mexico/06/2012|KC892509|02/20/2012|USA|11_12|H3N2/1-1409,2012.13963039,USA
A/Massachusetts/01/2009|GQ385855|01/20/2009|USA|08_09|H3N2/1-1409,2009.05475702,USA
A/Peru/PER081/2012|CY160930|02/03/2012|Peru||H3N2/8-1416,2012.09308693,Peru
A/Hong_Kong/107/1971|CY112291|1971|Hong_Kong||H3N2/4-1412,1971.00273785,Hong_Kong
A/Mexico/24014/2008|CY147669|12/01/2008|Mexico||H3N2/1-1409,2008.91991786,Mexico
A/Singapore/78L/2007|KF533059|05/18/2007|Singapore||H3N2/1-1409,2007.37782341,Singapore
A/Hong_Kong/CUHK31421/1999|EU857250|08/04/1999|Hong_Kong||H3N2/1-1409,1999.59137577,Hong_Kong
A/Hong_Kong/1_11_MA21_1/1968|CY033539|1968|Hong_Kong||H3N2/1-1409,1968.00273785,Hong_Kong
A/Peru/PER003/2010|CY160306|10/30/2010|Peru||H3N2/8-1416,2010.82956879,Peru
A/California/VRDL363/2009|CY073759|2009|USA||H3N2/4-1412,2009.00273785,USA
A/Denmark/84/2005|EU103913|2005|Denmark||H3N2/1-1409,2005.00273785,Denmark
A/Morioka/22/2006|AB433824|02/08/2006|Japan|05_06|H3N2/1-1409,2006.10677618,Japan
A/Hawaii/16/2009|GQ385842|04/20/2009|USA|08_09|H3N2/1-1409,2009.30116359,USA
A/Boston/DOA2_128/2012|CY148542|12/18/2012|USA|12_13|H3N2/1-1409,2012.96646133,USA
A/Michigan/01/2013|KF789565|01/31/2013|USA|12_13|H3N2/1-1409,2013.08487337,USA
A/Singapore/TT594/2011|CY124444|09/13/2011|Singapore||H3N2/16-1424,2011.7008898,Singapore
A/Virginia/03/2012|KC893038|01/23/2012|USA|11_12|H3N2/1-1409,2012.06297057,USA
A/Canterbury/206/2005|CY008093|07/13/2005|New_Zealand||H3N2/8-1416,2005.53114305,New_Zealand
A/Denmark/17_2/03|AY531024|2003|Denmark||H3N2/1-1409,2003.00273785,Denmark
A/Denmark/122/2003|EU103953|2003|Denmark||H3N2/1-1409,2003.00273785,Denmark
A/Hawaii/13/2007|EU516189|04/22/2007|USA|06_07|H3N2/1-1409,2007.30663929,USA
A/Peru/PER218/2010|CY162010|10/15/2010|Peru||H3N2/8-1416,2010.78850103,Peru
A/New_York/3164/2009|CY050670|05/01/2009|USA||H3N2/1-1409,2009.33127995,USA
A/Pennsylvania/15/2011|KC892406|11/16/2011|USA|11_12|H3N2/1-1409,2011.87611225,USA
A/Boston/DOA2_126/2012|CY148526|12/16/2012|USA|12_13|H3N2/1-1409,2012.96098563,USA
A/Wyoming/08/2011|KC883037|03/23/2011|USA|10_11|H3N2/1-1409,2011.22450376,USA
A/Amsterdam/1609/1977|CY113231|1977|Netherlands||H3N2/4-1412,1977.00273785,Netherlands
A/New_York/598/1996|CY012210|12/17/1996|USA|96_97|H3N2/8-1416,1996.96372348,USA
A/Illinois/UR06_0436/2007|CY025901|02/27/2007|USA|06_07|H3N2/5-1413,2007.15879535,USA
A/Connecticut/07/2011|KC883151|04/02/2011|USA|10_11|H3N2/1-1409,2011.25188227,USA
A/Denmark/46/2006|EU103856|2006|Denmark||H3N2/1-1409,2006.00273785,Denmark
A/Boston/63/2008|CY044758|02/26/2008|USA|07_08|H3N2/1-1409,2008.15605749,USA
A/Astrakhan/RII65/2011|CY114555|12/06/2011|Russia|11_12|H3N2/1-1409,2011.93086927,Russia
