accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	G_clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	G_coverage	F_coverage	num_date
OK500258	OK500258.1	Patient_G_D5	2021-04-XX	Europe	France			Homo sapiens	2022-10-07		Coppee et al.	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	Universite de Paris, Inserm UMR1137	A.D.5.2	GA2.3.5	0.0	good	44883	1	15225	1.0	1.0	1.0	[2021.2479452054795:2021.327397260274]
OK649593	OK649593.1	OK649593	1995-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.1	GA1	56.25	mediocre	41388	1	15225	1.0	1.0	1.0	[1995.0013698630137:1995.9986301369863]
OK649608	OK649608.1	OK649608	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.2.1.1	GA3.0.2	0.0	good	42488	1	15213	0.9992118226600986	1.0	1.0	[2008.0013661202186:2008.9986338797814]
OK649633	OK649633.1	OK649633	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.3.1	GA2.3.3	0.0	good	44550	1	15225	1.0	1.0	1.0	[2008.0013661202186:2008.9986338797814]
OK649647	OK649647.1	OK649647	2010-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.3.1.1	GA2.3.3	0.0	good	44949	1	15225	1.0	1.0	1.0	[2010.0013698630137:2010.9986301369863]
OK649668	OK649668.1	OK649668	1956-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A	unassigned	56.25	mediocre	42241	1	15225	1.0	1.0	1.0	[1956.0013661202186:1956.9986338797814]
OK649669	OK649669.1	OK649669	1994-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.3	GA2.2	0.0	good	43290	1	15225	1.0	1.0	1.0	[1994.0013698630137:1994.9986301369863]
OK649670	OK649670.1	OK649670	1995-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.1	GA1	56.25	mediocre	41369	1	15225	1.0	1.0	1.0	[1995.0013698630137:1995.9986301369863]
OK649678	OK649678.1	OK649678	2005-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.3	GA2.2	0.0	good	42904	1	15225	1.0	1.0	1.0	[2005.0013698630137:2005.9986301369863]
OM857263	OM857263.1	OM857263	2021-02-06	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al.	Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.	The University of Sydney, Sydney Institute for Infectious Diseases	A.D.1.3	GA2.3.5	0.0	good	44763	24	15225	0.9984893267651888	1.0	1.0	2021.1
ON237234	ON237234.1	HRSV/A/Argentina/BA-HNRG-052/2014	2014-06-18	South America	Argentina	Buenos Aires	Grand Bourg	Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D	GA2.3.5	0.0	good	45165	8	15225	0.9995402298850574	1.0	1.0	2014.4616438356165
ON237253	ON237253.1	HRSV/A/Argentina/BA-HNRG-134/2015	2015-06-03	South America	Argentina	Buenos Aires		Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D.2.2	GA2.3.5	0.0	good	45360	8	15225	0.9995402298850574	1.0	1.0	2015.4205479452055
ON237329	ON237329.1	HRSV/A/Argentina/BA-HNRG-352/2017	2017-06-13	South America	Argentina	Buenos Aires	Lanús	Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D.2.2	GA2.3.5	6.25	good	45153	15	15225	0.9989490968801312	1.0	1.0	2017.4479452054795
OQ171893	OQ171893.1	RSV/Human/USA/MA-Broad_MGB-13814/2022	2022-07-26	North America	USA	Massachusetts		Homo sapiens	2023-01-05	SRR22865256	Adams et al.	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	Broad Institute of Harvard and MIT, Infectious Disease Program	A.D.3	GA2.3.5	126.5625	bad	44530	1	15137	0.9927093596059112	1.0	1.0	2022.5657534246575
MG642041	MG642041.1	MG642041	1985-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	unassigned	0.0	good	40842	42	15214	0.8315927750410509	1.0	1.0	[1985.0013698630137:1985.9986301369863]
MG642024	MG642024.1	MG642024	1981-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	GA3	0.0	good	43141	43	15214	0.9965188834154352	1.0	1.0	[1981.0013698630137:1981.9986301369863]
MG642040	MG642040.1	MG642040	1980-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	GA3	0.0	good	43150	43	15214	0.9965188834154352	1.0	1.0	[1980.0013661202186:1980.9986338797814]
MG642067	MG642067.1	MG642067	1987-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41364	42	15212	0.9964532019704434	1.0	1.0	[1987.0013698630137:1987.9986301369863]
MG642061	MG642061.1	MG642061	1994-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	0.0	good	42792	42	15214	0.9965845648604268	1.0	1.0	[1994.0013698630137:1994.9986301369863]
MG642075	MG642075.1	MG642075	1986-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41361	43	15212	0.9963875205254517	1.0	1.0	[1986.0013698630137:1986.9986301369863]
MG642079	MG642079.1	MG642079	1982-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.1	0.0	good	43062	42	15214	0.9965845648604268	1.0	1.0	[1982.0013698630137:1982.9986301369863]
MH181988	MH181988.1	KEN/KILIFI/WGS/1144_24/01/2013	2013-01-24	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al.	Otieno,J.R.,Kamau,E.M.,Oketch,J.W.,Ngoi,J.M.,Gichuki,A.M.,Binter,S.,Otieno,G.P.,Ngama,M.,Agoti,C.N.,Cane,P.A.,Kellam,P.,Cotten,M.,Lemey,P.,Nokes,D.J.	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography Department	A.D	GA2.3.5	0.0	good	44231	175	15080	0.9780623973727424	1.0	1.0	2013.0643835616438
MH182032	MH182032.1	KEN/KILIFI/WGS/1289_08/01/2015	2015-01-08	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al.	Otieno,J.R.,Kamau,E.M.,Oketch,J.W.,Ngoi,J.M.,Gichuki,A.M.,Binter,S.,Otieno,G.P.,Ngama,M.,Agoti,C.N.,Cane,P.A.,Kellam,P.,Cotten,M.,Lemey,P.,Nokes,D.J.	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography Department	A.D.4	GA2.3.5	0.0	good	44565	38	15081	0.988111658456486	1.0	1.0	2015.0205479452054
MH447954	MH447954.1	TH/CB135/2013	2013-11-01	Asia	Thailand			Homo sapiens	2019-03-13		Thongpan et al.	Thongpan,I.	Chulalongkorn, Department of Pediatrics, Center of Excellence in Clinical Virology	A.D	GA2.3.5	0.0	good	45163	1	15201	0.998423645320197	1.0	1.0	2013.8342465753424
MK109773	MK109773.1	MK109773	2011-02-28	Asia	Jordan			Homo sapiens	2018-12-15		Tan et al.	Tan,G.,Pickett,B.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Arumemi,F.,Das,S.	J. Craig Venter Institute	A.3.1	GA2.3.3	0.0	good	44489	42	15214	0.9965845648604268	1.0	1.0	2011.1602739726027
MZ515881	MZ515881.1	SE02-0022-D03	2020-01-01	Europe	Spain			Homo sapiens	2021-08-18		Lin et al.	Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.	Oxford Vaccine Group, Department of Paediatrics, University of Oxford	A.D.1	GA2.3.5	95.3125	mediocre	41881	16	15225	0.7952052545155993	1.0	1.0	2020.0013661202186
MZ515921	MZ515921.1	OX02-8437-V01	2018-12-13	Europe	United Kingdom			Homo sapiens	2021-08-18		Lin et al.	Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.	Oxford Vaccine Group, Department of Paediatrics, University of Oxford	A.D.2.2.1	GA2.3.5	0.0	good	45418	1	15225	1.0	1.0	1.0	2018.9493150684932
KF973333	KF973333.1	RSV-A/US/BID-V7350/2002	2002-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-07-22		Grad et al.	Grad,Y.H.,Newman,R.,Zody,M.,Yang,X.,Murphy,R.,Qu,J.,Malboeuf,C.M.,Levin,J.Z.,Lipsitch,M.,DeVincenzo,J.,Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.	Broad Institute of MIT & Harvard	A.2.1.1	GA3.0.2	0.0	good	42703	15	15225	0.999080459770115	1.0	1.0	[2002.0013698630137:2002.9986301369863]
KJ627665	KJ627665.1	RSV-A/US/BID-V8377/2003	2003-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al.	Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.	Broad Institute of MIT & Harvard	A.2.1	GA3.0.2	0.0	good	41233	1	15221	0.9051559934318556	1.0	1.0	[2003.0013698630137:2003.9986301369863]
KJ627674	KJ627674.1	RSV-A/US/BID-V8414/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al.	Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.	Broad Institute of MIT & Harvard	A.2.1	GA3.0.2	0.0	good	42669	20	15225	0.998752052545156	1.0	1.0	[2001.0013698630137:2001.9986301369863]
KJ627697	KJ627697.1	RSV-A/US/BID-V8472/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al.	Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.	Broad Institute of MIT & Harvard	A.2	GA3.0.2	0.0	good	41398	12	15075	0.9266995073891624	1.0	1.0	[2001.0013698630137:2001.9986301369863]
KJ627721	KJ627721.1	RSV-A/US/BID-V8522/2004	2004-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al.	Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.	Broad Institute of MIT & Harvard	A.2.1.1	GA3.0.2	0.0	good	42492	1	15220	0.999671592775041	1.0	1.0	[2004.0013661202186:2004.9986338797814]
