accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	G_clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	G_coverage	F_coverage	num_date
OR162214	OR162214.1	Kilifi/RSVA/HF20159_2022-02-09	2022-02-09	Africa	Kenya	Kilifi		Homo sapiens	2023-07-29		Lambisia et al.	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	KEMRI-Wellcome Trust, Epidemiology and Demography	A.D.1	GA2.3.5	0.0	good	43322	236	15014	0.968735632183908	1.0	1.0	2022.1082191780822
OR162229	OR162229.1	Kilifi/RSVA/HF20174_2022-02-22	2022-02-22	Africa	Kenya	Kilifi		Homo sapiens	2023-07-29		Lambisia et al.	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	KEMRI-Wellcome Trust, Epidemiology and Demography	A.D.1	GA2.3.5	0.0	good	43385	236	15014	0.9688669950738916	1.0	1.0	2022.1438356164383
OR287848	OR287848.1	RSV-A/human/USA/WA-S23234/2019	2019-11-17	North America	USA	Washington	Snohomish County	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	44860	24	15222	0.9972413793103448	1.0	1.0	2019.8780821917808
OR287928	OR287928.1	RSV-A/human/USA/WA-S23314/2020	2020-01-06	North America	USA	Washington	Snohomish County	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	44867	25	15222	0.9973070607553366	1.0	1.0	2020.0150273224044
OR287961	OR287961.1	RSV-A/human/USA/WA-S23347/2020	2020-01-26	North America	USA	Washington	King County WA	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	44319	25	15038	0.9833825944170772	1.0	1.0	2020.0696721311476
OR522475	OR522475.1	RSV-A/human/USA/WA-S23762/2022	2022-11-09	North America	USA	Washington	King County WA	Homo sapiens	2023-10-11		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	The Brotman Baty Institute for Precision Medicine	A.D.5.2	GA2.3.5	0.0	good	44576	25	15159	0.9911986863711002	1.0	1.0	2022.8561643835617
OR522518	OR522518.1	RSV-A/human/USA/OR-S23805/2022	2022-12-04	North America	USA	Oregon	Multnomah County OR	Homo sapiens	2023-10-11		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	44705	25	15222	0.997175697865353	1.0	1.0	2022.9246575342465
OR522531	OR522531.1	RSV-A/human/USA/WA-S23818/2023	2023-01-03	North America	USA	Washington	King County WA	Homo sapiens	2023-10-11		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	The Brotman Baty Institute for Precision Medicine	A.D.5.2	GA2.3.5	0.0	good	44285	25	15159	0.9741215106732348	1.0	1.0	2023.0068493150684
OR666565	OR666565.1	RSVA/20200284/BJ/CHN/2020.02.11	2020-02-11	Asia	China			Homo sapiens	2023-11-04		Li et al.	Li,F.,Zhu,Y.,Chen,X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	A.D.3	GA2.3.5	0.0	good	44870	33	15220	0.9975697865353038	1.0	1.0	2020.113387978142
OR795292	OR795292.1	hRSV/A/Germany/00-02128/2000	2000-02-11	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.2b	0.0	good	44185	1	15215	0.999343185550082	1.0	1.0	2000.113387978142
OR795295	OR795295.1	hRSV/A/Germany/00-02433/2000	2000-03-07	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1.1	GA3.0.2	0.0	good	42767	1	15215	0.999343185550082	1.0	1.0	2000.181693989071
OR795293	OR795293.1	hRSV/A/Germany/00-02234/2000	2000-02-17	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.1	0.0	good	44189	1	15215	0.999343185550082	1.0	1.0	2000.129781420765
OR795294	OR795294.1	hRSV/A/Germany/00-02321/2000	2000-02-23	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1	GA3.0.2	0.0	good	42730	1	15215	0.999343185550082	1.0	1.0	2000.146174863388
OR795296	OR795296.1	hRSV/A/Germany/00-02504/2000	2000-03-20	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.2	0.0	good	42972	1	15214	0.9992775041050904	1.0	1.0	2000.217213114754
OR795297	OR795297.1	hRSV/A/Germany/01-01600/2001	2001-02-05	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.1	0.0	good	44105	1	15215	0.999343185550082	1.0	1.0	2001.0972602739726
OR795304	OR795304.1	hRSV/A/Germany/02-02688/2002	2002-04-25	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.2b	0.0	good	44039	1	15215	0.999343185550082	1.0	1.0	2002.313698630137
OR795303	OR795303.1	hRSV/A/Germany/02-02431/2002	2002-03-26	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.1	0.0	good	43951	1	15215	0.999343185550082	1.0	1.0	2002.231506849315
OR795302	OR795302.1	hRSV/A/Germany/02-01284/2002	2002-02-16	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1.1	GA3.0.2	0.0	good	42658	16	15213	0.9982266009852216	1.0	1.0	2002.127397260274
OR795312	OR795312.1	hRSV/A/Germany/04-01960/2004	2004-02-17	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.2b	0.0	good	44009	1	15215	0.999343185550082	1.0	1.0	2004.129781420765
OR795305	OR795305.1	hRSV/A/Germany/03-00082/2002	2002-10-25	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.2	0.0	good	43009	1	15211	0.999080459770115	1.0	1.0	2002.8150684931506
OR795314	OR795314.1	hRSV/A/Germany/05-00877/2005	2005-01-06	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.1	0.0	good	43909	1	15215	0.999343185550082	1.0	1.0	2005.0150684931507
OR795310	OR795310.1	hRSV/A/Germany/04-01612/2004	2004-02-07	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1.1	GA3.0.2	0.0	good	42671	1	15215	0.999343185550082	1.0	1.0	2004.1024590163934
OR795309	OR795309.1	hRSV/A/Germany/04-01144/2004	2004-01-21	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1	GA3.0.2	0.0	good	42701	1	15215	0.999343185550082	1.0	1.0	2004.0560109289618
OR795316	OR795316.1	hRSV/A/Germany/05-01521/2005	2005-02-03	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1	GA3.0.2	0.0	good	42645	1	15215	0.999343185550082	1.0	1.0	2005.0917808219178
OR795313	OR795313.1	hRSV/A/Germany/05-00643/2004	2004-12-17	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1.1	GA3.0.2	0.0	good	42669	1	15215	0.999343185550082	1.0	1.0	2004.9603825136612
OR795317	OR795317.1	hRSV/A/Germany/05-02141/2005	2005-02-14	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1	GA3.0.2	0.0	good	42689	1	15215	0.999343185550082	1.0	1.0	2005.1219178082192
OR795320	OR795320.1	hRSV/A/Germany/06-02671/2006	2006-03-29	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1.1	GA3.0.2	0.0	good	42557	1	15215	0.999343185550082	1.0	1.0	2006.2397260273972
OR795315	OR795315.1	hRSV/A/Germany/05-00962/2005	2005-01-11	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.2b	0.0	good	43985	1	15214	0.9992775041050904	1.0	1.0	2005.0287671232877
OR795324	OR795324.1	hRSV/A/Germany/07-02759/2007	2007-03-05	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1	GA3.0.2	0.0	good	42615	1	15214	0.9992775041050904	1.0	1.0	2007.1739726027397
OR795319	OR795319.1	hRSV/A/Germany/06-01417/2006	2006-02-10	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1	GA3.0.2	0.0	good	42647	1	15215	0.999343185550082	1.0	1.0	2006.1109589041096
OR795321	OR795321.1	hRSV/A/Germany/06-03114/2006	2006-04-11	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.1	0.0	good	43881	1	15215	0.999343185550082	1.0	1.0	2006.2753424657535
OR795323	OR795323.1	hRSV/A/Germany/07-01529/2007	2007-02-12	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1.1	GA3.0.2	0.0	good	42591	1	15215	0.999343185550082	1.0	1.0	2007.1164383561643
OR795322	OR795322.1	hRSV/A/Germany/07-01176/2007	2007-02-05	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.2b	0.0	good	43962	1	15215	0.999343185550082	1.0	1.0	2007.0972602739726
OR795333	OR795333.1	hRSV/A/Germany/11-01119/2011	2011-01-10	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3.1.1	GA2.3.3	0.0	good	44868	1	15212	0.9991461412151068	1.0	1.0	2011.0260273972603
OR795334	OR795334.1	hRSV/A/Germany/11-01819/2011	2011-01-26	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3.1	GA2.3.3	0.0	good	44598	1	15212	0.9991461412151068	1.0	1.0	2011.0698630136985
OR795346	OR795346.1	hRSV/A/Germany/14-02421/2014	2014-03-03	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.D	GA2.3.5	0.0	good	45203	1	15225	1.0	1.0	1.0	2014.168493150685
OR795357	OR795357.1	hRSV/A/Germany/17-01795/2017	2017-01-09	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.D.2.2	GA2.3.5	56.25	mediocre	45265	1	15225	1.0	1.0	1.0	2017.0232876712328
OR795362	OR795362.1	hRSV/A/Germany/18-02178/2018	2018-01-22	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.D	GA2.3.5	0.0	good	45073	1	15225	1.0	1.0	1.0	2018.058904109589
OR795364	OR795364.1	hRSV/A/Germany/18-03723/2018	2018-02-19	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.D.2	GA2.3.5	0.0	good	45106	1	15225	1.0	1.0	1.0	2018.1356164383562
OR795445	OR795445.1	hRSV/A/Germany/22-01193/2021	2021-11-04	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.D.3.1	GA2.3.5	0.0	good	44826	1	15219	0.9996059113300492	1.0	1.0	2021.8424657534247
OR795457	OR795457.1	hRSV/A/Germany/22-01974/2021	2021-11-22	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.D.5.2	GA2.3.5	0.0	good	44551	1	15121	0.9931691297208538	1.0	1.0	2021.8917808219178
OR795458	OR795458.1	hRSV/A/Germany/22-01987/2021	2021-11-24	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.D.5.2	GA2.3.5	0.0	good	44899	1	15225	1.0	1.0	1.0	2021.8972602739725
OR975305	OR975305.1	RSV-A/human/USA/WA-S24227/2022	2022-12-22	North America	USA	Washington	King County WA	Homo sapiens	2024-01-09		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	The Brotman Baty Institute for Precision Medicine	A.D.1.8	GA2.3.5	0.0	good	43847	69	15038	0.9735303776683089	1.0	1.0	2022.9739726027397
PP135009	PP135009.1	MN-MDH-RSVA-00012	2023-08-08	North America	USA	Minnesota		Homo sapiens	2024-01-28	SRR27380618	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.3	GA2.3.5	0.0	good	44032	82	15128	0.9707717569786536	1.0	1.0	2023.6013698630136
PP084060	PP084060.1	RSV-A/human/USA/OR-S24496/2023	2023-11-08	North America	USA	Oregon	Washington County OR	Homo sapiens	2024-01-23		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	The Brotman Baty Institute for Precision Medicine	A.D.3.2	GA2.3.5	0.0	good	44205	25	15039	0.985944170771757	1.0	1.0	2023.8534246575343
PP151386	PP151386.1	KW/RSVA/48464	2021-09-09	Asia	Kuwait			Homo sapiens	2024-01-31		Madi et al.	Madi,N.	Kuwait University, Microbiology	A.D.3	GA2.3.5	136.111111	bad	44006	1	15225	1.0	1.0	1.0	2021.6890410958904
PP151397	PP151397.1	KW/RSVA/5278	2021-10-02	Asia	Kuwait			Homo sapiens	2024-01-31		Madi et al.	Madi,N.	Kuwait University, Microbiology	A.D.3	GA2.3.5	67.24	mediocre	44154	1	15225	1.0	1.0	1.0	2021.7520547945205
PP237788	PP237788.1	MN-MDH-RSVA-00064	2023-10-08	North America	USA	Minnesota		Homo sapiens	2024-02-19	SRR27700189	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.4	GA2.3.5	0.0	good	42731	82	14940	0.909688013136289	1.0	1.0	2023.768493150685
PP352302	PP352302.1	PP352302	2018-12-XX	North America	USA			Homo sapiens	2024-02-27		Rios Guzman et al.	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	Northwestern University, Medicine	A.D.4	GA2.3.5	56.25	mediocre	44874	1	15225	1.0	1.0	1.0	[2018.9164383561645:2018.9986301369863]
PP352333	PP352333.1	PP352333	2022-10-XX	North America	USA			Homo sapiens	2024-02-27		Rios Guzman et al.	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	Northwestern University, Medicine	A.D.1.8	GA2.3.5	0.0	good	44274	1	15062	0.9892939244663382	1.0	1.0	[2022.7493150684932:2022.831506849315]
PP352346	PP352346.1	PP352346	2022-10-XX	North America	USA			Homo sapiens	2024-02-27		Rios Guzman et al.	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	Northwestern University, Medicine	A.D.3.2	GA2.3.5	0.0	good	44374	1	15072	0.9899507389162562	1.0	1.0	[2022.7493150684932:2022.831506849315]
PP376326	PP376326.1	810102059	2018-09-14	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.017778	good	44997	1	15223	0.9998686371100164	1.0	1.0	2018.7027397260274
PP376414	PP376414.1	490103029	2020-03-23	Europe	Germany			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	1.284444	good	44945	1	15225	1.0	1.0	1.0	2020.2254098360656
PP376489	PP376489.1	330103007	2019-10-30	Europe	France			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	0.0	good	45081	1	15219	0.9996059113300492	1.0	1.0	2019.8287671232877
PP376531	PP376531.1	330103033	2019-12-06	Europe	France			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44926	1	15225	1.0	1.0	1.0	2019.9301369863015
