name, date
A/HaNoi/Q492/2007|CY105704|07/10/2007|Viet_Nam||H3N2/4-1412, 2007.5229295
A/Canterbury/233/2005|CY008582|07/24/2005|New_Zealand||H3N2/8-1416, 2005.56125941
A/Stockholm/12/1988|CY113399|1988|Sweden||H3N2/4-1412, 1988.00273785
A/Ohio/UR07_0005/2008|CY037481|02/12/2008|USA|07_08|H3N2/1-1409, 2008.11772758
A/Pennsylvania/08/2010|KC535483|07/27/2010|USA||H3N2/1-1409, 2010.56947296
A/Memphis/4/77|CY008125|1977|USA||H3N2/8-1416, 1977.00273785
A/Pennsylvania/13/2008|GQ369891|12/11/2008|USA|08_09|H3N2/1-1409, 2008.94729637
A/Singapore/C2011.496/2011|KF014483|06/30/2011|Singapore||H3N2/20-1428, 2011.49555099
A/Hong_Kong/H090_739_V3|JN256779|07/29/2009|Hong_Kong||H3N2/1-1409, 2009.57494867
A/Memphis/1/1971|AB101675|1971|USA||H3N2/1-1409, 1971.00273785
A/Utah/11/2011|KC883015|03/10/2011|USA|10_11|H3N2/1-1409, 2011.1889117
A/Peru/PER354/2012|CY163050|05/21/2012|Peru||H3N2/8-1416, 2012.38877481
A/Boston/DOA2_115/2012|CY148446|12/05/2012|USA|12_13|H3N2/1-1409, 2012.93086927
A/New_York/716/1994|CY011890|01/17/1994|USA|93_94|H3N2/2-1410, 1994.04654346
A/Singapore/H2011.751/2011|KF014459|10/01/2011|Singapore||H3N2/20-1428, 2011.75017112
A/Canterbury/418/2003|CY007117|07/15/2003|New_Zealand||H3N2/8-1416, 2003.53661875
A/Peru/PER273/2011|CY162426|08/19/2011|Peru||H3N2/8-1416, 2011.63244353
A/Singapore/H2009.332C/2009|KF014421|05/01/2009|Singapore||H3N2/20-1428, 2009.33127995
A/Western_Australia/42/2003|CY015814|09/17/2003|Australia||H3N2/5-1413, 2003.7118412
A/New_York/674/1995|CY011554|01/19/1995|USA|94_95|H3N2/8-1416, 1995.05201916
A/Hong_Kong/CUHK41757/1997|EU857287|12/30/1997|Hong_Kong||H3N2/1-1409, 1997.99657769
A/Dunedin/10/2002|CY011402|07/09/2002|New_Zealand||H3N2/1-1409, 2002.52019165
A/California/VRDL335/2009|CY068611|05/03/2009|USA||H3N2/4-1412, 2009.33675565
A/North_Carolina/01/2008|EU852002|02/11/2008|USA|07_08|H3N2/1-1409, 2008.11498973
A/California/VRDL233/2009|CY068275|04/29/2009|USA|08_09|H3N2/4-1412, 2009.32580424
A/Texas/JMM_39/2012|CY135014|11/30/2012|USA|12_13|H3N2/8-1416, 2012.91718001
A/New_York/3139/2009|CY050630|04/29/2009|USA|08_09|H3N2/1-1409, 2009.32580424
A/Waikato/6/2000|CY013050|09/08/2000|New_Zealand||H3N2/3-1411, 2000.6899384
A/Peru/PER333/2011|CY162890|09/30/2011|Peru||H3N2/8-1416, 2011.74743326
A/Peru/PER077/2010|CY160898|11/16/2010|Peru||H3N2/8-1416, 2010.87611225
A/Singapore/GP1541/2011|CY124232|09/29/2011|Singapore||H3N2/16-1424, 2011.74469541
A/Mexico/24014/2008|CY147669|12/01/2008|Mexico||H3N2/1-1409, 2008.91991786
A/Texas/03/2008|EU716515|01/17/2008|USA|07_08|H3N2/1-1409, 2008.04654346
A/Nebraska/02/2011|KC883200|01/07/2011|USA|10_11|H3N2/1-1409, 2011.01916496
A/Denmark/54/2006|EU103858|2006|Denmark||H3N2/1-1409, 2006.00273785
A/New_York/712/1993|CY011874|12/02/1993|USA|93_94|H3N2/8-1416, 1993.91991786
A/Hawaii/16/2012|KC892663|08/04/2012|USA||H3N2/1-1409, 2012.59411362
A/England/944/2003|CY088192|11/17/2003|United_Kingdom|03_04|H3N2/1-1409, 2003.8788501
A/Novosibirsk/22/2012|KC135507|02/20/2012|Russia|11_12|H3N2/1-1409, 2012.13963039
A/Alaska/21/2012|KC892659|08/01/2012|USA||H3N2/1-1409, 2012.58590007
A/Peru/PER238/2011|CY162170|08/22/2011|Peru||H3N2/8-1416, 2011.64065708
A/Memphis/2/77|CY008117|1977|USA||H3N2/8-1416, 1977.00273785
A/Managua/5806.01/2010|CY070929|06/08/2010|Nicaragua||H3N2/4-1412, 2010.43531828
A/New_Mexico/09/2012|KC892210|03/15/2012|USA|11_12|H3N2/1-1409, 2012.20533881
A/New_York/738/1994|CY012986|02/04/1994|USA|93_94|H3N2/8-1416, 1994.09582478
A/Texas/NHRC0001/2006|CY091039|02/13/2006|USA||H3N2/4-1412, 2006.12046543
A/Denmark/41/03|AY531015|2003|Denmark||H3N2/1-1409, 2003.00273785
A/Kentucky/UR07_0038/2008|CY039425|02/18/2008|USA|07_08|H3N2/1-1409, 2008.13415469
A/Singapore/GP1362/2011|CY124204|07/29/2011|Singapore||H3N2/16-1424, 2011.57494867
A/Missouri/NHRC0001/2002|CY091095|01/09/2002|USA|01_02|H3N2/4-1412, 2002.02464066
A/Canterbury/417/2003|CY007109|07/15/2003|New_Zealand||H3N2/8-1416, 2003.53661875
A/Hong_Kong/CUHK75994/2003|EU857370|12/20/2003|Hong_Kong||H3N2/1-1409, 2003.96919918
A/Mississippi/UR07_0024/2008|CY039417|02/14/2008|USA|07_08|H3N2/1-1409, 2008.12320329
A/Bilthoven/5930/1974|CY113119|1974|Netherlands||H3N2/4-1412, 1974.00273785
A/Hong_Kong/CUHK53005/2006|EU857330|03/04/2006|Hong_Kong||H3N2/1-1409, 2006.1724846
A/California/VRDL317/2009|CY068515|05/06/2009|USA||H3N2/4-1412, 2009.3449692
A/Peru/PER244/2011|CY162210|08/26/2011|Peru||H3N2/8-1416, 2011.65160849
A/Georgia/NHRC0001/2002|CY091111|02/02/2002|USA|01_02|H3N2/4-1412, 2002.09034908
A/California/04/2013|KF790154|01/06/2013|USA|12_13|H3N2/1-1409, 2013.0164271
A/Australia/19/2009|CY061900|07/21/2009|Australia||H3N2/1-1409, 2009.55304586
A/Delaware/04/2010|KC535490|08/17/2010|USA||H3N2/1-1409, 2010.62696783
A/California/VRDL261/2009|CY068339|05/02/2009|USA||H3N2/4-1412, 2009.3340178
A/Oregon/14/2009|KC535305|06/07/2009|USA|08_09|H3N2/1-1409, 2009.43258042
A/Wisconsin/13/2012|KC892595|05/05/2012|USA|11_12|H3N2/1-1409, 2012.3449692
A/Singapore/GP1810/2011|CY124276|12/01/2011|Singapore||H3N2/20-1428, 2011.91718001
A/Hong_Kong/JY2/1968|CY147440|1968|Hong_Kong||H3N2/8-1416, 1968.00273785
A/Utah/15/2012|KC892709|05/16/2012|USA|11_12|H3N2/1-1409, 2012.37508556
A/Netherlands/414/1998|CY112895|05/12/1998|Netherlands|97_98|H3N2/4-1412, 1998.3613963
A/Nebraska/15/2011|KC892583|12/15/2011|USA|11_12|H3N2/1-1409, 2011.95550992
A/England/531/2003|CY088232|11/20/2003|United_Kingdom|03_04|H3N2/1-1409, 2003.88706366
A/Wyoming/18/2012|KF790094|10/05/2012|USA|12_13|H3N2/1-1409, 2012.76386037
A/Hong_Kong/H090_674_V1|JN256747|07/07/2009|Hong_Kong||H3N2/1-1409, 2009.51471595
A/Delaware/06/2010|KC882831|11/30/2010|USA|10_11|H3N2/1-1409, 2010.91444216
A/Maine/02/2010|KC882540|12/28/2010|USA|10_11|H3N2/1-1409, 2010.99110198
A/New_York/463/2005|CY003642|02/09/2005|USA|04_05|H3N2/18-1426, 2005.10951403
A/Singapore/H2009.518/2009|KF014425|07/08/2009|Singapore||H3N2/20-1428, 2009.5174538
A/Netherlands/165/1993|CY114063|03/05/1993|Netherlands|92_93|H3N2/4-1412, 1993.17522245
A/Hong_Kong/HKU28/2004|CY043746|07/17/2004|Hong_Kong||H3N2/1-1409, 2004.54483231
A/Missouri/NHRC0001/2006|CY091079|04/05/2006|USA|05_06|H3N2/4-1412, 2006.26009582
A/New_York/384/2005|CY002466|01/06/2005|USA|04_05|H3N2/18-1426, 2005.0164271
A/Malaysia/1965896/2008|CY119044|03/19/2008|Malaysia||H3N2/4-1412, 2008.21629021
A/Boston/DOA2_175/2013|CY148878|01/06/2013|USA|12_13|H3N2/1-1409, 2013.0164271
A/Wellington/27/2004|CY013479|09/11/2004|New_Zealand||H3N2/5-1413, 2004.69815195
A/Hong_Kong/H090_763_V23/2009|CY115802|08/03/2009|Hong_Kong||H3N2/8-1416, 2009.58863792
A/New_York/448/1998|CY003562|11/23/1998|USA|98_99|H3N2/20-1428, 1998.89527721
A/California/UR06_0565/2007|CY026789|03/07/2007|USA|06_07|H3N2/5-1413, 2007.18069815
A/Vermont/UR06_0471/2007|CY025605|02/28/2007|USA|06_07|H3N2/5-1413, 2007.1615332
A/Malaysia/25920/2003|CY118676|09/30/2003|Malaysia||H3N2/4-1412, 2003.74743326
A/New_York/785/1993|CY013210|03/26/1993|USA|92_93|H3N2/5-1413, 1993.23271732
A/Brisbane/10/2007|CY035024|02/06/2007|Australia||H3N2/1-1409, 2007.10130048
A/Hong_Kong/CUHK22163/2000|EU857207|03/05/2000|Hong_Kong||H3N2/1-1409, 2000.1779603
A/Boston/DOA2_189/2013|CY148982|01/14/2013|USA|12_13|H3N2/1-1409, 2013.03832991
A/North_Carolina/01/2011|KC882594|02/01/2011|USA|10_11|H3N2/1-1409, 2011.08761123
A/Peru/PER380/2010|CY163242|10/13/2010|Peru||H3N2/8-1416, 2010.78302533
A/Texas/JMM_57/2012|CY135142|12/07/2012|USA|12_13|H3N2/1-1409, 2012.93634497
A/Peru/PER067/2011|CY160818|10/31/2011|Peru||H3N2/8-1416, 2011.83230664
A/Queensland/50/2004|CY020047|10/27/2004|Australia||H3N2/5-1413, 2004.82409309
A/Memphis/1/80|CY008662|1980|USA||H3N2/8-1416, 1980.00273785
A/Bogota/WRAIR3457N/2010|CY093409|12/01/2010|Colombia||H3N2/4-1412, 2010.91718001
A/Canterbury/16/2004|CY007357|08/06/2004|New_Zealand||H3N2/8-1416, 2004.59958932
A/New_York/352/2005|CY002722|01/04/2005|USA|04_05|H3N2/1-1409, 2005.0109514
A/New_York/433/2000|CY003250|01/05/2000|USA|99_00|H3N2/20-1428, 2000.01368925
A/Denmark/116/2003|EU103879|2003|Denmark||H3N2/1-1409, 2003.00273785
A/Ontario/C37332/2011|JQ658965|01/12/2011|Canada|10_11|H3N2/1-1409, 2011.03285421
A/Indiana/09/2011|KC892993|10/03/2011|USA|11_12|H3N2/1-1409, 2011.75564682
A/Hong_Kong/H090_734_V3|JN256773|07/27/2009|Hong_Kong||H3N2/1-1409, 2009.56947296
A/Bilthoven/6545/1976|CY113223|1976|Netherlands||H3N2/4-1412, 1976.00273785
A/Hong_Kong/CUHK16614/1998|EU857152|07/13/1998|Hong_Kong||H3N2/1-1409, 1998.53114305
A/Canterbury/440/2003|CY007237|08/05/2003|New_Zealand||H3N2/8-1416, 2003.59411362
A/Malaysia/33386/2005|CY118868|12/30/2005|Malaysia||H3N2/4-1412, 2005.99657769
A/New_Mexico/02/2012|KC892371|01/24/2012|USA|11_12|H3N2/1-1409, 2012.06570842
A/New_York/3148/2009|CY050654|2009|USA||H3N2/1-1409, 2009.00273785
A/New_York/698/1995|CY011354|01/31/1995|USA|94_95|H3N2/8-1416, 1995.08487337
A/New_York/23/2003|CY000195|12/16/2003|USA|03_04|H3N2/20-1428, 2003.95824778
A/Hong_Kong/CUHK35435/2004|EU857276|06/10/2004|Hong_Kong||H3N2/1-1409, 2004.44353183
A/Maryland/21/2011|KC892695|12/26/2011|USA|11_12|H3N2/1-1409, 2011.98562628
A/Hong_Kong/CUHK4542/1997|EU857296|04/02/1997|Hong_Kong||H3N2/1-1409, 1997.25188227
A/New_York/778/1993|CY012770|02/02/1993|USA|92_93|H3N2/5-1413, 1993.09034908
A/Queensland/24/2002|CY017549|07/25/2002|Australia||H3N2/5-1413, 2002.56399726
A/Boston/DOA2_244/2013|CY149310|01/28/2013|USA|12_13|H3N2/1-1409, 2013.07665982
A/Hue/H521/2007|CY105552|12/07/2007|Viet_Nam||H3N2/4-1412, 2007.93360712
A/Peru/PER036/2011|CY160570|08/29/2011|Peru||H3N2/8-1416, 2011.65982204
A/Peru/PER030/2010|CY160522|11/20/2010|Peru||H3N2/8-1416, 2010.88706366
A/New_York/761/1993|CY012154|03/03/1993|USA|92_93|H3N2/8-1416, 1993.16974675
A/Singapore/C2011.573/2011|KF014488|07/28/2011|Singapore||H3N2/20-1428, 2011.57221081
