accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	G_clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	G_coverage	F_coverage	num_date
OQ848528	OQ848528.1	hRSV/A/USA/7C1/2010	2010-11-XX	North America	USA			Homo sapiens	2023-05-16	SRR24174225	Sereewit et al.	Sereewit,J.,Hajian,P.,Xie,H.,Greninger,A.L.	UW Virology, Laboratory Medicine	A.3.1	GA2.3.3	0.0	good	44687	1	15225	1.0	1.0	1.0	[2010.8342465753424:2010.9136986301369]
OQ848532	OQ848532.1	hRSV/A/USA/7F6/2011	2011-01-XX	North America	USA			Homo sapiens	2023-05-16	SRR24174223	Sereewit et al.	Sereewit,J.,Hajian,P.,Xie,H.,Greninger,A.L.	UW Virology, Laboratory Medicine	A.3.1	GA2.3.3	0.0	good	44622	1	15225	1.0	1.0	1.0	[2011.0013698630137:2011.0835616438355]
OQ848539	OQ848539.1	hRSV/A/USA/7P5/2011	2011-03-XX	North America	USA			Homo sapiens	2023-05-16	SRR24174239	Sereewit et al.	Sereewit,J.,Hajian,P.,Xie,H.,Greninger,A.L.	UW Virology, Laboratory Medicine	A.3.1	GA2.3.3	0.0	good	44602	1	15220	0.999671592775041	1.0	1.0	[2011.16301369863:2011.2452054794521]
OQ941737	OQ941737.1	OQ941737	2017-XX-XX	Oceania	Australia			Homo sapiens	2023-08-09		Pangesti et al.	Pangesti,K.N.A.,Ansari,H.R.,Bayoumi,A.,Kesson,A.M.,Hill-Cawthorne,G.A.,Abd El Ghany,M.	Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology	A.D.2.2	GA2.3.5	0.0	good	44082	241	15080	0.9747126436781608	1.0	1.0	[2017.0013698630137:2017.9986301369863]
OQ941752	OQ941752.1	OQ941752	2016-XX-XX	Oceania	Australia			Homo sapiens	2023-08-09		Pangesti et al.	Pangesti,K.N.A.,Ansari,H.R.,Bayoumi,A.,Kesson,A.M.,Hill-Cawthorne,G.A.,Abd El Ghany,M.	Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology	A.D	GA2.3.5	0.0	good	43707	238	15014	0.970574712643678	1.0	1.0	[2016.0013661202186:2016.9986338797814]
OQ941765	OQ941765.1	OQ941765	2018-XX-XX	Oceania	Australia			Homo sapiens	2023-08-09		Pangesti et al.	Pangesti,K.N.A.,Ansari,H.R.,Bayoumi,A.,Kesson,A.M.,Hill-Cawthorne,G.A.,Abd El Ghany,M.	Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology	A.D.2.2	GA2.3.5	0.0	good	43823	241	15009	0.970049261083744	1.0	1.0	[2018.0013698630137:2018.9986301369863]
OQ941766	OQ941766.1	OQ941766	2018-XX-XX	Oceania	Australia			Homo sapiens	2023-08-09		Pangesti et al.	Pangesti,K.N.A.,Ansari,H.R.,Bayoumi,A.,Kesson,A.M.,Hill-Cawthorne,G.A.,Abd El Ghany,M.	Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology	A.D.1	GA2.3.5	0.0	good	43621	241	15009	0.970049261083744	1.0	1.0	[2018.0013698630137:2018.9986301369863]
OQ941770	OQ941770.1	OQ941770	1956-XX-XX	Oceania	Australia			Homo sapiens	2023-08-09		Pangesti et al.	Pangesti,K.N.A.,Ansari,H.R.,Bayoumi,A.,Kesson,A.M.,Hill-Cawthorne,G.A.,Abd El Ghany,M.	Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology	A	unassigned	61.387778	mediocre	41235	178	15014	0.9745155993431855	1.0	1.0	[1956.0013661202186:1956.9986338797814]
OQ941771	OQ941771.1	OQ941771	1956-XX-XX	Oceania	Australia			Homo sapiens	2023-08-09		Pangesti et al.	Pangesti,K.N.A.,Ansari,H.R.,Bayoumi,A.,Kesson,A.M.,Hill-Cawthorne,G.A.,Abd El Ghany,M.	Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology	A	unassigned	56.25	mediocre	41122	241	15088	0.9752380952380952	1.0	1.0	[1956.0013661202186:1956.9986338797814]
OQ941776	OQ941776.1	OQ941776	1956-XX-XX	Oceania	Australia			Homo sapiens	2023-08-09		Pangesti et al.	Pangesti,K.N.A.,Ansari,H.R.,Bayoumi,A.,Kesson,A.M.,Hill-Cawthorne,G.A.,Abd El Ghany,M.	Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology	A	unassigned	225.0	bad	40867	238	15016	0.9707060755336616	1.0	1.0	[1956.0013661202186:1956.9986338797814]
OQ941774	OQ941774.1	OQ941774	2018-XX-XX	Oceania	Australia			Homo sapiens	2023-08-09		Pangesti et al.	Pangesti,K.N.A.,Ansari,H.R.,Bayoumi,A.,Kesson,A.M.,Hill-Cawthorne,G.A.,Abd El Ghany,M.	Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology	A.D.5	GA2.3.5	0.0	good	43437	238	15009	0.9702463054187191	1.0	1.0	[2018.0013698630137:2018.9986301369863]
OR143147	OR143147.1	ASU101597	2022-12-09	North America	USA	Arizona		Homo sapiens	2023-06-27		Holland et al.	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	Arizona State University, Center for Fundamental and Applied Microbiomics	A.D.5.2	GA2.3.5	0.0	good	44806	1	15225	0.9999343185550084	1.0	1.0	2022.9383561643835
OR143167	OR143167.1	ASU102697	2022-12-17	North America	USA	Arizona		Homo sapiens	2023-06-27		Holland et al.	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	Arizona State University, Center for Fundamental and Applied Microbiomics	A.D.5.2	GA2.3.5	0.0	good	44838	1	15225	0.9999343185550084	1.0	1.0	2022.9602739726026
OR143172	OR143172.1	ASU102705	2022-12-05	North America	USA	Arizona		Homo sapiens	2023-06-27		Holland et al.	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	Arizona State University, Center for Fundamental and Applied Microbiomics	A.D.5.2	GA2.3.5	0.0	good	44822	1	15225	0.9999343185550084	1.0	1.0	2022.927397260274
OR162206	OR162206.1	Kilifi/RSVA/HF20151_2021-04-02	2021-04-02	Africa	Kenya	Kilifi		Homo sapiens	2023-07-29		Lambisia et al.	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	KEMRI-Wellcome Trust, Epidemiology and Demography	A.D.5	GA2.3.5	0.0	good	43341	236	15014	0.968735632183908	1.0	1.0	2021.2506849315068
OR162210	OR162210.1	Kilifi/RSVA/HF20155_2021-08-28	2021-08-28	Africa	Kenya	Kilifi		Homo sapiens	2023-07-29		Lambisia et al.	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	KEMRI-Wellcome Trust, Epidemiology and Demography	A.D.5	GA2.3.5	0.0	good	43335	236	15014	0.968735632183908	1.0	1.0	2021.6561643835616
OR162232	OR162232.1	Kilifi/RSVA/HF20177_2022-02-27	2022-02-27	Africa	Kenya	Kilifi		Homo sapiens	2023-07-29		Lambisia et al.	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	KEMRI-Wellcome Trust, Epidemiology and Demography	A.D.1	GA2.3.5	0.0	good	43325	236	15014	0.9688669950738916	1.0	1.0	2022.1575342465753
OR162258	OR162258.1	Kilifi/RSVA/HF20203_2022-04-10	2022-04-10	Africa	Kenya	Kilifi		Homo sapiens	2023-07-29		Lambisia et al.	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	KEMRI-Wellcome Trust, Epidemiology and Demography	A.D.1	GA2.3.5	0.0	good	37695	236	13106	0.8434154351395731	1.0	1.0	2022.272602739726
OR162273	OR162273.1	Kilifi/RSVA/HF20218_2022-07-06	2022-07-06	Africa	Kenya	Kilifi		Homo sapiens	2023-07-29		Lambisia et al.	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	KEMRI-Wellcome Trust, Epidemiology and Demography	A.D.5	GA2.3.5	0.0	good	43263	235	15014	0.9689326765188834	1.0	1.0	2022.5109589041097
OR287847	OR287847.1	RSV-A/human/USA/WA-S23233/2019	2019-11-13	North America	USA	Washington		Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	44859	25	15222	0.9973070607553366	1.0	1.0	2019.8671232876711
OR287869	OR287869.1	RSV-A/human/USA/WA-S23255/2019	2019-12-02	North America	USA	Washington	King County WA	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	43695	90	15038	0.9533004926108376	1.0	1.0	2019.9191780821918
OR287914	OR287914.1	RSV-A/human/USA/WA-S23300/2019	2019-12-30	North America	USA	Washington	Snohomish County	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.2.1	GA2.3.5	0.0	good	43649	64	15038	0.9377339901477832	1.0	1.0	2019.995890410959
OR287919	OR287919.1	RSV-A/human/USA/WA-S23305/2020	2020-01-02	North America	USA	Washington	Snohomish County	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.3	GA2.3.5	0.0	good	44691	25	15159	0.990935960591133	1.0	1.0	2020.0040983606557
OR287939	OR287939.1	RSV-A/human/USA/WA-S23325/2020	2020-01-08	North America	USA	Washington	King County WA	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	44879	25	15222	0.998095238095238	1.0	1.0	2020.0204918032787
OR287966	OR287966.1	RSV-A/human/USA/WA-S23352/2020	2020-02-04	North America	USA	Washington	King County WA	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.1.1	GA2.3.5	0.0	good	44266	25	15071	0.9813464696223316	1.0	1.0	2020.094262295082
OR287969	OR287969.1	RSV-A/human/USA/WA-S23355/2020	2020-02-07	North America	USA	Washington	Snohomish County	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	44869	25	15222	0.9982266009852216	1.0	1.0	2020.1024590163934
OR287981	OR287981.1	RSV-A/human/USA/WA-S23367/2020	2020-02-18	North America	USA	Washington	King County WA	Homo sapiens	2023-08-26		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	43687	99	15038	0.9513300492610838	1.0	1.0	2020.1325136612022
OR288004	OR288004.1	Zam-NDL111_2018-04-26	2018-04-26	Africa	Zambia			Homo sapiens	2023-08-26		Simusika et al.	Simusika,P.,Okamoto,M.,Sakamoto,M.,Dapat,C.,Imamura,T.,Saito,M.,Azam,S.,Mwila,E.,Monze,M.,Oshitani,H.	Tohoku University, Graduate school of Medicine, Virology Department	A.D	GA2.3.5	0.0	good	42968	224	14767	0.9552709359605912	1.0	1.0	2018.3164383561643
OR466339	OR466339.1	p1306-121310713A	2012-12-17	North America	USA			Homo sapiens	2023-10-01		Avadhanula et al.	Avadhanula,V.,Agustinho,D.P.,Menon,V.K.,Chemaly,R.F.,Shah,D.P.,Qin,X.,Surathu,A.,Doddapaneni,H.,Muzny,D.M.,Metcalf,G.A.,Gregeen,S.J.,Gibbs,R.A.,Petrosino,J.J.,Sedlazeck,F.J.,Piedra,P.A.	Baylor College of Medicine, Human Genome Sequencing Center	A.D	GA2.3.5	0.0	good	45235	1	15225	1.0	1.0	1.0	2012.9603825136612
OR466354	OR466354.1	p1306-121310729A	2013-03-07	North America	USA			Homo sapiens	2023-10-01		Avadhanula et al.	Avadhanula,V.,Agustinho,D.P.,Menon,V.K.,Chemaly,R.F.,Shah,D.P.,Qin,X.,Surathu,A.,Doddapaneni,H.,Muzny,D.M.,Metcalf,G.A.,Gregeen,S.J.,Gibbs,R.A.,Petrosino,J.J.,Sedlazeck,F.J.,Piedra,P.A.	Baylor College of Medicine, Human Genome Sequencing Center	A.D.2.2	GA2.3.5	0.0	good	45329	1	15225	1.0	1.0	1.0	2013.1794520547944
OR466359	OR466359.1	p1306-121310735A	2013-12-04	North America	USA			Homo sapiens	2023-10-01		Avadhanula et al.	Avadhanula,V.,Agustinho,D.P.,Menon,V.K.,Chemaly,R.F.,Shah,D.P.,Qin,X.,Surathu,A.,Doddapaneni,H.,Muzny,D.M.,Metcalf,G.A.,Gregeen,S.J.,Gibbs,R.A.,Petrosino,J.J.,Sedlazeck,F.J.,Piedra,P.A.	Baylor College of Medicine, Human Genome Sequencing Center	A.D	GA2.3.3	0.0	good	45016	1	15225	1.0	1.0	1.0	2013.9246575342465
OR522511	OR522511.1	RSV-A/human/USA/OR-S23798/2023	2023-01-10	North America	USA	Oregon	Multnomah County OR	Homo sapiens	2023-10-11		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	The Brotman Baty Institute for Precision Medicine	A.D.5.2	GA2.3.5	0.0	good	44811	15	15222	0.9988834154351396	1.0	1.0	2023.0260273972603
OR522529	OR522529.1	RSV-A/human/USA/OR-S23816/2023	2023-01-01	North America	USA	Oregon	Multnomah County OR	Homo sapiens	2023-10-11		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	The Brotman Baty Institute for Precision Medicine	A.D.1.5	GA2.3.5	0.0	good	44730	25	15222	0.9979638752052544	1.0	1.0	2023.0013698630137
OR601474	OR601474.1	RSV-A/human/USA/WA-S24024/2022	2022-10-23	North America	USA	Washington	King County WA	Homo sapiens	2023-10-28		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	The Brotman Baty Institute for Precision Medicine	A.D.1.8	GA2.3.5	0.0	good	43261	90	15038	0.931888341543514	1.0	1.0	2022.809589041096
OR601480	OR601480.1	RSV-A/human/USA/OR-S24030/2023	2023-08-15	North America	USA	Oregon	Multnomah County OR	Homo sapiens	2023-10-28		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	The Brotman Baty Institute for Precision Medicine	A.D.5.3	GA2.3.5	0.0	good	44680	25	15222	0.9978981937602628	1.0	1.0	2023.6205479452055
OR666527	OR666527.1	RSVA/20190161/BJ/CHN/2019.01.25	2019-01-25	Asia	China			Homo sapiens	2023-11-04		Li et al.	Li,F.,Zhu,Y.,Chen,X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	A.D.3	GA2.3.5	0.0	good	44854	33	15220	0.9975697865353038	1.0	1.0	2019.0671232876712
OR666551	OR666551.1	RSVA/20200008/BJ/CHN/2020.01.03	2020-01-03	Asia	China			Homo sapiens	2023-11-04		Li et al.	Li,F.,Zhu,Y.,Chen,X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	A.D.3	GA2.3.5	0.0	good	44938	1	15220	0.999671592775041	1.0	1.0	2020.0068306010928
OR666561	OR666561.1	RSVA/20200215/BJ/CHN/2020.02.03	2020-02-03	Asia	China			Homo sapiens	2023-11-04		Li et al.	Li,F.,Zhu,Y.,Chen,X.	Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology	A.D.3	GA2.3.5	0.0	good	44818	33	15220	0.9975697865353038	1.0	1.0	2020.0915300546449
OR795292	OR795292.1	hRSV/A/Germany/00-02128/2000	2000-02-11	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.2b	0.0	good	44185	1	15215	0.999343185550082	1.0	1.0	2000.113387978142
OR795295	OR795295.1	hRSV/A/Germany/00-02433/2000	2000-03-07	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1.1	GA3.0.2	0.0	good	42767	1	15215	0.999343185550082	1.0	1.0	2000.181693989071
OR795293	OR795293.1	hRSV/A/Germany/00-02234/2000	2000-02-17	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.3.1	0.0	good	44189	1	15215	0.999343185550082	1.0	1.0	2000.129781420765
OR795294	OR795294.1	hRSV/A/Germany/00-02321/2000	2000-02-23	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.2.1	GA3.0.2	0.0	good	42730	1	15215	0.999343185550082	1.0	1.0	2000.146174863388
OR795296	OR795296.1	hRSV/A/Germany/00-02504/2000	2000-03-20	Europe	Germany			Homo sapiens	2024-02-13		Kondgen et al.	Kondgen,S.,Reiche,J.	Robert Koch Institut	A.3	GA2.2	0.0	good	42972	1	15214	0.9992775041050904	1.0	1.0	2000.217213114754
